Symbol,Description,Price,Price - Currency,Industry,Market capitalization,Market capitalization - Currency,Enterprise value,Enterprise value - Currency,Price to sales ratio,"Total revenue, Annual","Total revenue, Annual - Currency","EBITDA, Trailing 12 months","EBITDA, Trailing 12 months - Currency","Revenue per employee, Annual","Revenue per employee, Annual - Currency"
VXIT,VirExit Technologies Inc.,0.0008,USD,Biotechnology,140213.7142857143,USD,1254483,USD,,0,USD,-334420,USD,,
PPCB,"Propanc Biopharma, Inc.",0.00035,USD,Biotechnology,240807.87499999994,USD,1202395.0000023653,USD,,0,USD,-1514390,USD,0,USD
TCRT,"Alaunos Therapeutics, Inc.",2.0589,USD,Biotechnology,3296817.8946082946,USD,1011717,USD,579.1194733333327,5000,USD,-12194000,USD,5000,USD
EACTF,Earth Alive Clean Tech Inc.,0.0005,USD,Biotechnology,2080345.8126,USD,1008238.0212000001,USD,0.1197405303967805,1746227.6264999998,USD,-3176533.656,USD,,
PXMD,"PaxMedica, Inc.",0.1,USD,Biotechnology,1087917,USD,763436,USD,,0,USD,-15439330,USD,0,USD
GSTC,GlobeStar Therapeutics Corporation,0.00035,USD,Biotechnology,434387.00000000006,USD,761098,USD,,0,USD,-804600,USD,,
IVRO,InVitro International,0.0885,USD,Biotechnology,2014243.095505618,USD,751603,USD,2.811533421215382,792628,USD,98530,USD,,
SONN,"Sonnet BioTherapeutics Holdings, Inc.",4.97,USD,Biotechnology,3232055.50249584,USD,504236.00000000047,USD,67.72298070900665,147805,USD,-12195260,USD,12317.0833333333,USD
WSNAF,WESANA HEALTH HLDGS INC.,0.0086,USD,Biotechnology,179914.58,USD,334773.6096835,USD,,0,USD,-603317.069,USD,,
NTRR,Neutra Corp.,0.0001,USD,Biotechnology,291789.99999999994,USD,293557,USD,4.416575785187762,39534,USD,-144130,USD,,
BPTH,"Bio-Path Holdings, Inc.",1.08,USD,Biotechnology,4007005.2,USD,130209.00000000047,USD,,0,USD,-12876000,USD,0,USD
LADX,LadRx Corporation,1.7846,USD,Biotechnology,883541,USD,66973,USD,,0,USD,-3839510,USD,0,USD
APVO,Aptevo Therapeutics Inc.,0.2376,USD,Biotechnology,2238471.0734094614,USD,-730928.0000000005,USD,,0,USD,-25516000,USD,0,USD
SLRX,"Salarius Pharmaceuticals, Inc.",1.67,USD,Biotechnology,2406732,USD,-866091,USD,,0,USD,-6733090,USD,0,USD
PHIO,Phio Pharmaceuticals Corp.,3.01,USD,Biotechnology,2590770.096219931,USD,-2193302,USD,,0,USD,-8547000,USD,0,USD
INBX,"Inhibrx Biosciences, Inc.",16,USD,Biotechnology,231614464,USD,-2194000.00000003,USD,,1800000,USD,,,,
VOR,Vor Biopharma Inc.,0.725,USD,Biotechnology,49589151.10759494,USD,-2405731,USD,,0,USD,-119977000,USD,0,USD
CODX,"Co-Diagnostics, Inc.",1.25,USD,Biotechnology,39888752.03252033,USD,-3047254,USD,5.7660554966121085,991473,USD,-40133210,USD,6396.599999999999,USD
SYBX,"Synlogic, Inc.",1.42,USD,Biotechnology,16608474.999999998,USD,-3357525.000000002,USD,5.554156643533124,3371000,USD,-33345999.999999996,USD,561833.3333333329,USD
SRZN,"Surrozen, Inc.",9.7,USD,Biotechnology,31096763.93393393,USD,-3572539.000000011,USD,,0,USD,-35835000,USD,0,USD
ALEC,"Alector, Inc.",5.07,USD,Biotechnology,493417799.12394965,USD,-3972731,USD,8.325149234916333,97062000,USD,-178263000,USD,397795.081967213,USD
GRI,"GRI Bio, Inc.",0.6762,USD,Biotechnology,1979715.7660019523,USD,-4112541,USD,,0,USD,-8599000,USD,0,USD
NRBO,"NeuroBo Pharmaceuticals, Inc.",2.85,USD,Biotechnology,24187366.67266187,USD,-4170709,USD,,0,USD,-26510000,USD,0,USD
NKTX,"Nkarta, Inc.",3.46,USD,Biotechnology,244133309.80780777,USD,-4287329.00000006,USD,,0,USD,-114653000,USD,0,USD
CABA,"Cabaletta Bio, Inc.",4.1,USD,Biotechnology,200279555.70332476,USD,-4826692,USD,,0,USD,-98614000,USD,0,USD
CGTX,"Cognition Therapeutics, Inc.",0.5421,USD,Biotechnology,21756077.51619756,USD,-5237891.000000004,USD,,0,USD,-58458000,USD,0,USD
THAR,"Tharimmune, Inc.",1.98,USD,Biotechnology,2274544.8,USD,-5455699,USD,,0,USD,-9096980,USD,0,USD
EFTR,"eFFECTOR Therapeutics, Inc.",0.0003,USD,Biotechnology,470,USD,-6234529.999999999,USD,,0,USD,-32592000,USD,0,USD
SABS,"SAB Biotherapeutics, Inc.",2.92,USD,Biotechnology,26949482.209386278,USD,-6418243.999999996,USD,9.22145490927612,2238991,USD,-40852420,USD,39280.5438596491,USD
APDN,"Applied DNA Sciences, Inc.",0.3073,USD,Biotechnology,3165001.28959276,USD,-6544952,USD,0.3655073802327808,13367443,USD,-13975210,USD,243044.41818181798,USD
XFOR,"X4 Pharmaceuticals, Inc.",0.5,USD,Biotechnology,84249756.17283951,USD,-8635237,USD,173.33825425577277,0,USD,-122779000,USD,0,USD
REVB,"Revelation Biosciences, Inc.",0.83,USD,Biotechnology,3119185.7519472735,USD,-8936961,USD,,0,USD,-9502310,USD,0,USD
NCNA,NuCana plc,1.76,USD,Biotechnology,4021055.9999999995,USD,-10336591.8,USD,,0,USD,-41604560,USD,0,USD
FBRX,"Forte Biosciences, Inc.",4.62,USD,Biotechnology,6745929.759538314,USD,-17666651,USD,,0,USD,-37191000,USD,0,USD
IOBT,"IO Biotech, Inc.",1.33,USD,Biotechnology,87621616.78512397,USD,-18881093,USD,,0,USD,-92577000,USD,0,USD
IPSC,"Century Therapeutics, Inc.",1.4,USD,Biotechnology,118602339.56834532,USD,-22270819.99999997,USD,55.88056421645457,2235000,USD,-117062000,USD,13545.454545454499,USD
AADI,"Aadi Bioscience, Inc.",2.03,USD,Biotechnology,49968112.67661692,USD,-22279184,USD,2.279469544023177,24354000,USD,-70471000,USD,273640.44943820196,USD
VTGN,"Vistagen Therapeutics, Inc.",3.03,USD,Biotechnology,81976974.13953489,USD,-24938128.000000015,USD,94.92615349340483,1064000,USD,-37573200,USD,27282.0512820513,USD
HOOK,HOOKIPA Pharma Inc.,3.82,USD,Biotechnology,46048340.57671958,USD,-26685841.000000015,USD,0.908624230201484,20129000,USD,-47709000,USD,133304.635761589,USD
LVTX,LAVA Therapeutics N.V.,2.035,USD,Biotechnology,53504599.5275,USD,-28052627.00070353,USD,7.25118653686025,6769000.00004951,USD,,,182945.945947284,USD
PASG,"Passage Bio, Inc.",0.6646,USD,Biotechnology,41050536.76400397,USD,-28351621,USD,,0,USD,-70905000,USD,0,USD
VIR,"Vir Biotechnology, Inc.",7.75,USD,Biotechnology,1058956686.5641708,USD,-28433998,USD,12.919206650861478,86180000,USD,-491986000,USD,146814.31005110702,USD
ALVR,"AlloVir, Inc.",0.8543,USD,Biotechnology,96878067.89576586,USD,-29548379,USD,,0,USD,-117110000,USD,0,USD
IVVD,"Invivyd, Inc.",1.04,USD,Biotechnology,124220339.59552409,USD,-30850930,USD,51.35652687588341,0,USD,-209086000,USD,0,USD
DTIL,"Precision BioSciences, Inc.",8.28,USD,Biotechnology,59895530.623655915,USD,-32216431,USD,0.6696410668644456,48727000,USD,-893000,USD,447036.697247706,USD
SNSE,"Sensei Biotherapeutics, Inc.",0.594,USD,Biotechnology,14939770.491159135,USD,-33160883,USD,,0,USD,-31534000,USD,0,USD
STTK,"Shattuck Labs, Inc.",1.355,USD,Biotechnology,64670445.98854961,USD,-39002280.999999985,USD,16.13397810620756,1657000,USD,-86618000,USD,22093.333333333303,USD
AVTE,"Aerovate Therapeutics, Inc.",2.18,USD,Biotechnology,62931604.50943397,USD,-42321458,USD,,0,USD,-94108000,USD,0,USD
SPRB,"Spruce Biosciences, Inc.",0.5884,USD,Biotechnology,24302448.329190154,USD,-42547687.000000015,USD,2.4408897059330297,10089000,USD,-47431000,USD,347896.55172413803,USD
ELEV,"Elevation Oncology, Inc.",0.5957,USD,Biotechnology,35209926.287113406,USD,-45532837,USD,,0,USD,-39665000,USD,0,USD
RLYB,Rallybio Corporation,1.04,USD,Biotechnology,43147088.85436893,USD,-45597787,USD,152.01304605351172,0,USD,-77155000,USD,0,USD
TSBX,Turnstone Biologics Corp.,0.535,USD,Biotechnology,12373721.700507615,USD,-48463607,USD,,19306000,USD,-77111000,USD,241325,USD
IKNA,"Ikena Oncology, Inc.",1.72,USD,Biotechnology,83003951,USD,-53323049,USD,45.01298856832972,9160000,USD,-71337000,USD,213023.255813953,USD
ALXO,ALX Oncology Holdings Inc.,1.46,USD,Biotechnology,76900811.11564626,USD,-61823471,USD,,0,USD,-179735000,USD,0,USD
ANRO,"Alto Neuroscience, Inc.",4.22,USD,Biotechnology,113766863.15331808,USD,-65253291.00000003,USD,,0,USD,,,0,USD
ANTX,"AN2 Therapeutics, Inc.",1.1,USD,Biotechnology,32826677.009345796,USD,-72608596,USD,,0,USD,-71171000,USD,0,USD
VTYX,"Ventyx Biosciences, Inc.",2.31,USD,Biotechnology,163245708.94954127,USD,-74114279,USD,,0,USD,-182185000,USD,0,USD
CRBU,"Caribou Biosciences, Inc.",1.88,USD,Biotechnology,169882005.5819209,USD,-74377899,USD,4.8290233334339945,34477000,USD,-135932000,USD,218208.860759494,USD
PRLD,Prelude Therapeutics Incorporated,1.5,USD,Biotechnology,82536701.64473684,USD,-78002809,USD,,0,USD,-140783000,USD,0,USD
ATHA,"Athira Pharma, Inc.",0.4876,USD,Biotechnology,18743039.640872166,USD,-80753060,USD,,0,USD,-120426000,USD,0,USD
KZR,"Kezar Life Sciences, Inc.",0.7725,USD,Biotechnology,56363315.68346698,USD,-89245583,USD,8.176428467614283,7000000,USD,-98462000,USD,120689.655172414,USD
HLVX,"HilleVax, Inc.",1.84,USD,Biotechnology,91604284.11049725,USD,-103852264,USD,,0,USD,-140523000,USD,0,USD
FDMT,"4D Molecular Therapeutics, Inc.",8.57,USD,Biotechnology,445379358.43435574,USD,-104737868.00000006,USD,,20723000,USD,,,140972.789115646,USD
ASCLF,Ascletis Pharma Inc.,0.1567,USD,Biotechnology,154299985.5252174,USD,-110051299.37403509,USD,125.92472785730055,8006799.88535073,USD,-52634738.4962,USD,36560.730070094665,USD
BOLD,"Boundless Bio, Inc.",3,USD,Biotechnology,66763614.04109588,USD,-113469749,USD,,0,USD,-64013000.00000001,USD,0,USD
PMVP,"PMV Pharmaceuticals, Inc.",1.66,USD,Biotechnology,85522781,USD,-115228219,USD,,0,USD,-75470000,USD,0,USD
KYTX,"Kyverna Therapeutics, Inc.",5.32,USD,Biotechnology,229541239.92187497,USD,-115326130,USD,,0,USD,-98540000,USD,0,USD
MURA,Mural Oncology plc,3.63,USD,Biotechnology,61847912.07692309,USD,-133820647,USD,,0,USD,-168398000,USD,0,USD
SEER,"Seer, Inc.",1.94,USD,Biotechnology,119172538.03208555,USD,-141484501.99999997,USD,8.339631638812143,15182000,USD,-94549000,USD,103278.911564626,USD
ZNTL,"Zentalis Pharmaceuticals, Inc.",2.83,USD,Biotechnology,201235553,USD,-181122447,USD,4.956686390532544,0,USD,-219217000,USD,0,USD
ENZC,Enzolytics Inc.,0.0015,USD,Biotechnology,7187470.000000001,USD,-190332658,USD,,52796,USD,,,,
LYEL,"Lyell Immunopharma, Inc.",0.936,USD,Biotechnology,239618909.98058254,USD,-193583118,USD,4384.332333333331,130000,USD,-209758000,USD,580.357142857143,USD
ITOS,"iTeos Therapeutics, Inc.",8.93,USD,Biotechnology,326140067.2477064,USD,-247269520,USD,9.890735490285714,12595000,USD,-143755000,USD,80222.92993630569,USD
GLPG,Galapagos NV,28.76,USD,Biotechnology,1940227567.6844997,USD,-1724671929.5655003,USD,,259169356.810645,USD,,,230783.042574038,USD
HSTO,Histogen Inc.,0.3,USD,Biotechnology,1281528,USD,,,,,,,,,
AHGIF,ALTERNATE HEALTH CORP,0.000001,USD,Biotechnology,77.88499999999999,USD,,,,,,,,,
OBIMF,"Ondine Biomedical, Inc.",0.11,USD,Biotechnology,30501431.529411763,USD,,,,912791.8125188074,USD,,,,
CTGL,Citrine Global Corp.,0.000301,USD,Biotechnology,314266,USD,,,,,,,,,
CAMP,CAMP4 Therapeutics Corporation,11.11,USD,Biotechnology,216701872.09,USD,,,,350000,USD,,,6034.482758620689,USD
KZIA,Kazia Therapeutics Limited,4.66,USD,Biotechnology,173082409,USD,,,,0,USD,,,,
ATHXQ,"Athersys, Inc.",0.000001,USD,Biotechnology,62.00000000000001,USD,,,,,,,,,
GNCAQ,GENOCEA BIOSCIENCES INC,0.000001,USD,Biotechnology,58.7835,USD,,,,,,,,,
STAB,"Statera Biopharma, Inc.",0.0002,USD,Biotechnology,14283,USD,,,,,,,,,
LIFS,Life Stem Genetics Inc.,0.0001,USD,Biotechnology,4584,USD,,,,,,,,,
NMTRQ,"9 Meters Biopharma, Inc.",0.000001,USD,Biotechnology,14,USD,,,,,,,,,
RBSH,REBUS HLDGS INC.,0.000001,USD,Biotechnology,32,USD,,,,,,,,,
ELOX,"Eloxx Pharmaceuticals, Inc.",0.0002,USD,Biotechnology,629,USD,,,,,,,,,
RGBPP,"Regen Biopharma, Inc.",0.28,USD,Biotechnology,3032063.2432432435,USD,,,,,,,,,
MYNZ,Mainz Biomed N.V.,0.256,USD,Biotechnology,5602963.274131275,USD,,,,895479,USD,,,,
CGNSF,Cognetivity Neurosciences Ltd.,0.00568,USD,Biotechnology,508863.248,USD,,,,,,,,,
CFRXQ,ContraFect Corporation,0.0001,USD,Biotechnology,1070.48,USD,,,,,,,,,
PSYBF,PsyBio Therapeutics Corp.,0.005,USD,Biotechnology,419634,USD,,,,,,,,,
CWBR,CohBar Inc.,0.5,USD,Biotechnology,1453463,USD,,,,,,,,,
ROSGQ,ROSETTA GENOMICS LTD,0.0001,USD,Biotechnology,6,USD,,,,,,,,,
AVVH,"AVVAA World Health Care Products, Inc.",0.0015,USD,Biotechnology,1449663.75,USD,,,,,,,,,
AFFY,AFFYMAX INC,0.0008,USD,Biotechnology,29992,USD,,,,,,,,,
SQZB,SQZ Biotechnologies Company,0.023,USD,Biotechnology,678296,USD,,,,,,,,,
LIANY,LianBio,0.2802,USD,Biotechnology,30438888,USD,,,,0,USD,,,,
UPB,"Upstream Bio, Inc.",24.23,USD,Biotechnology,1244009269.85,USD,,,,2380000,USD,,,68000,USD
VAXX,"Vaxxinity, Inc.",0.002,USD,Biotechnology,281318,USD,,,,0,USD,,,0,USD
THER,Theralink Technologies Inc. ,0.000001,USD,Biotechnology,6151.000000000001,USD,,,,606796,USD,,,37924.75,USD
FRES,Fresh2 Group Limited,1.6911,USD,Biotechnology,2425239,USD,,,,,,,,,
AMBS,"Amarantus Bioscience Holdings, Inc.",0.0004,USD,Biotechnology,147362.80000000002,USD,,,,,,,,,
DNAG,DNAPRINT GENOMICS,0.000001,USD,Biotechnology,644.61,USD,,,,,,,,,
SRNE,SORRENTO THERAPEUTICS INC,0.0028,USD,Biotechnology,1543587.1111111112,USD,,,,,,,,,
BIOAF,Bioasis Technologies Inc.,0.000101,USD,Biotechnology,285652.158,USD,,,,,,,,,
BRAXF,Braxia Scientific Corp.,0.0027,USD,Biotechnology,764857.0800000001,USD,,,,,,,,,
BNGI,BANGI INC,0.000001,USD,Biotechnology,525.369,USD,,,,,,,,,
EHOS,EHOUSE GLOBAL INC,0.000001,USD,Biotechnology,1012.7059999999999,USD,,,,,,,,,
RGTPQ,REGENETP INC.,0.105,USD,Biotechnology,774504.4933078394,USD,,,,,,,,,
CALA,"Calithera Biosciences, Inc.",0.006,USD,Biotechnology,29235,USD,,,,,,,,,
MCET,MULTICELL TECHNOLOGIES INC,0.000001,USD,Biotechnology,5001.000000000001,USD,,,,,,,,,
XENO,XENO TRANSPLANTS CORPORATION,0.0001,USD,Biotechnology,4036.4,USD,,,,,,,,,
ZHCLF,ZENITH CAPITAL CORPORATION,0.08,USD,Biotechnology,,,,,,,,,,,
